id,lawfirm_name,interests_represented,web,registration_date,lobby_costs,lobby_fte,activity,networking,goals,info_members
201135,Deloitte Legal StArl SB,Promotes their own interests or the collective interests of their members,https://www2.deloitte.com/it/it/services/legal.html?icid=top_legal,"2024-8-4, 22:00","700,000",5.0,"Deloitte Legal consistently publishes contents on AI and is part of the Deloitte AI Institute set up by the Deloitte Network to study the AI & GenAI phenomenon (https://www2.deloitte.com/us/en/pages/deloitte-analytics/articles/advancing-human-ai-collaboration.html.html.html/#filter=.generativeai). Deloitte has a cross-business, global, approach to Generative AI with a goal to exponentially accelerate demand and supply of relevant capabilities through industry, ecosystem partnerships, and account penetration strategies.",Deloitte Legal is part of several national and international organizations such as ASLA (https://www.aslaitalia.it/),"Deloitte Legal Italy is an Italian multi-practice law firm part of the global Deloitte network. Deloitte Legal addresses its clients' challenges with comprehensive thinking, powered by experience and insights drawn from diverse business disciplines, industries, and global perspectives. It brings together legal advice, strategy, and technology to develop innovative solutions, create value for its clients and its clients business, and transform the way in which legal services are delivered and consumed. Deloitte legal aims to be a pioneer in transforming the legal profession, positioning itself within an unprecedented legal context to contribute to the evolution of the profession and technological application in the digital age, and to simplify access and application of the law at all levels. Deloitte Legal has already entered the era of hybrid intelligence: a new professional evolution is underway, based on the symbiosis between human intelligence and artificial intelligence.","The IP & Technology team within Deloitte Legal will be devoted to support in the project, they are all lawyers or trainee lawyers with experience and knowledge of AI and have been involved in AI projects already. The activity will be coordinated by a lawyers specialized in Technology with more than 15 years of experience."
201177,Hirsbrunner,Advances interests of their clients,www.shirsbrunner.com,"2022-2-21, 23:00","10,000",0.5,"- Teilnahme an Konferenzen und Tagungen
- Beratung von Mandanten im Zusammenhang mit laufenden Konsultationen und Gesetzgebungsprojekten
- Organisation von Treffen mit Experten
- Veröffentlichung von Updates (https://shirsbrunner.com/de/news-insights/) und vertieften Publikationen (https://shirsbrunner.com/de/ausgewaehlte/)","https://www.rak-dus.de
https://www.baliebrussel.be","Beratung von Unternehmen, Verbänden und öffentlichen Körperschaften zu Fragen des EU-, deutschen und Schweizer Wettbewerbsrechts und verwandten Rechtsgebieten, insbesondere im Energiesektor, dem Finanzdienstleistungssektor und dem Luftverkehr.",
201433,Ijdelea & Associates SPRL,Advances interests of their clients,https://ijdelea.ro/,"2023-3-14, 23:00","10,000",1.0,"IA aims to provide general legal assistance to its client Black Sea Oil & Gas SA and to provide support by participating in calls and meetings, attending discussions with other consultants and policymakers.","IA is a member of Tag Alliances. 
https://www.tagalliances.com/","We are a law firm based in Romania. We provide advice in all practice areas, with a particular focus on Mergers & Acquisitions, Energy & Natural Resources, Corporate & Commercial Law, Dispute Resolution, Environmental Law, Regulatory and Compliance Matters, and Real Estate & Construction.",
201729,Legale Genchi,Promotes their own interests or the collective interests of their members,http://www.legalegenchi.it,"2014-8-1, 22:00","10,000",1.0,"- High-level Conference on Tourism;
- International Democracy Day;",,"Legale Genchi, dall’anno 2014, svolge l’attività di Lobbying al fine influenzare, direttamente o indirettamente, l’elaborazione e l’attuazione delle politiche Legislative ed il processo decisionale delle Istituzioni, con particolare attenzione alla formazione normativa.
Il nostro obbiettivo é quello di seguire il cliente in tutte le fasi decisionali della propria attività, esaminando le varie scelte attraverso un profilo giuridico ed economico, ponendoci altresì in relazione con le Istituzioni e i decisori Pubblici.
Lo Studio inoltre si occupa di consulenza e assistenza Legale stragiudiziale e giudiziale, con particolare attenzione all'assistenza nei processi di Alternative Dispute Resolution.
In specie vengono altresì affrontate anche  le problematiche connesse all'attività delle Imprese Commerciali, Terzo Settore (Associazioni di categoria, Onlus, ONG), Enti Ecclesiastici e Enti Pubblici offrendo un apporto di Problem solving.",
201792,Norton Rose Fulbright LLP,Advances interests of their clients,http://www.nortonrosefulbright.com/uk/,"2016-9-20, 22:00","75,000",3.5,"We work with our clients through the entire legislative process from initial objectives, through legislative review to new law, from implementing measures to application. We help helps manage their submissions to European institutions, national public authorities and international standard-setting bodies.","Law Society, ISDA, FIA Europe, AFME, Investment Association","Norton Rose Fulbright LLP is a member of Norton Rose Fulbright which is a multinational law firm, with more than 3,800 lawyers in over 50 cities worldwide. 

The Government Relations Regulation and Public Policy Practice advises clients on legislative and regulatory matters pertaining to a broad range of EU policy areas. We provide our clients with technical and strategic advice on relevant policy developments at a European, national and international level. Engagement with the EU institutions is essential to providing this advice.",
202037,"CBH Rechtsanwälte, Cornelius Bartenbach Haesemann & Partner, Partnerschaft von Rechtsanwälten mbB",Promotes their own interests or the collective interests of their members,https://www.cbh.de,"2021-4-14, 22:00","10,000",2.0,"Teilnahme an Veranstaltungen und Treffen

10. CBH-Fachtagung Energie | 07. September 2023

Referent der EU-Kommission, Brüssel

Infrastruktur & Energiewende – gelingt der rechtzeitige Ausbau?
• Leitungsausbau für Strom, Gas und Wasserstoff
• Erfahrungen mit dem TEN-E Rahmen und Revision",Mitglied im Netzwerk IUROPE (Kooperation europäischer Anwaltsgesellschaften): www.iurope.eu,"Die Wahrung der Interessen unserer Mandanten ist unser oberstes Ziel. Für jedes Mandat, das uns angetragen wird, ist es uns Herausforderung und Ansporn, die bestmögliche juristische und wirtschaftliche Lösung zu finden oder zu entwickeln. Als eine der 50 größten Wirtschaftskanzleien in Deutschland berät und vertritt CBH in unterschiedlichen Fachbereichen eine Vielzahl national und international tätiger Unternehmen, öffentlich-rechtlicher Körperschaften, Wirtschaftsverbände, Stiftungen und Einzelpersonen. Mit dem Büro in Brüssel vertiefen wir die Beratung im europarechtlichen Fragestellungen.",
202125,Linklaters LLP,Advances interests of their clients,http://www.linklaters.com,"2012-1-29, 23:00","60,000",4.0,,"Global Competition Law Centre, International Competition Network, British Chamber of Commerce to the EU, American Chamber of Commerce to the EU, European Fund and Asset Management Association, Association for Financial Markets in Europe, ISDA","Linklaters LLP is a global law firm, whose lawyers are leading experts in their fields. Their advice is sought by the world’s largest companies, financial institutions and governments. The firm, however, does not seek instructions aimed at influencing the formulation or implementation of EU policy otherwise than in connection with the provision of legal advice to its clients.",
202242,KMLZ Rechtsanwalts GmbH,Promotes their own interests or the collective interests of their members,www.kmlz.de,"2022-8-1, 22:00","10,000",0.20000000298023,"We have applied for a membership in the VAT Expert Group of the TAXUD. We are planning to provide comments and suggestions to the TAXUD with respect to legislative regarding VAT, such as the proposal amending the EU VAT Directive (112/2006/EC) under the initiative ""VAT in the Digital Age"".","We are an official member of the Institut für Digitalisierung im Steuerrecht (TR ID: 878255144626-94), https://idst.tax/wp-content/uploads/2022/07/IDSt-Mitglieder-28.07.2022.pdf and of the International VAT Association (TR ID: 41440872023-73).","Harmonization of VAT, creating a level playing field, fighting fraud and creating a simple and robust VAT system are key to the future development of VAT. As VAT experts, not only with a German but also an international focus, it is our desire to contribute to achieving these goals.",
202475,Biriș Goran SPARL,Promotes their own interests or the collective interests of their members,https://birisgoran.ro/,"2022-8-21, 22:00","50,000",0.699999988079071,"-   Regular professional articles on VAT matters signed by Gabriel Biriș in well-known Romanian press organizations;
-   Debates and other forms of public interventions in specialized conferences or in central or local TV/radio on matters of interest;
-   Constant education of the general public on fiscal regulation matters on our website https://birisgoran.ro (newsletters, tax and legal alerts, opinions) and our social media presence on platforms such as Facebook and LinkedIn;
-   Participation in the most prestigious national forums on tax-related matters.","Member of the Bucharest Bar - https://www.baroul-bucuresti.ro/ (Natural Member - Mr.  Gabriel Biriș)
Member of the National Insolvency Practitioners Union in Romania (UNPIR) - https://www.unpir.ro/ (Natural Member - Mr. Gabriel Biriș)
Member of the Romanian Chamber of Tax Advisors - the Romanian regulatory body of the tax advisory profession - https://www.ccfiscali.ro/ (Natural Member - Mr. Sorin Biban)
Member of the Tax Committee of the American Chamber of Commerce - https://www.amcham.ro/ (Legal Person membership)","Biriș Goran is a well-established, well known law firm in Romania, addressing all areas of practice - Tax, Competition and Antitrust, Dispute Resolution, Real Estate, Energy and Sustainability, Banking & Finance, Commercial, Corporate and M&A, Labour, Transfer Pricing, IP, IT & Data Protection.
We are best known for our long-term Tier 1 - ranked Tax Practice, and duly recognized by the most prestigious organizations in Europe - Chambers Europe & Legal 500 EMEA.
We are engaged and consult in various organizations part of the national discussion regarding the Romanian tax system, aiming at making it as efficient and operative as can be, as well as harmonize it best with the current and future EU system thinking.","Mr. Gabriel Biriș shall act as a representative on behalf of Biriș Goran SPARL organization, with Mr. Sorin Biban as an alternate representative, in all matters concerning the VAT Expert Group (Taxation and Custom Union DG – European Commission)."
202767,Pineda e Krahn Sociedade de Advogados,Advances interests of their clients,www.pinedaekrahn.com.br,"2024-8-6, 22:00","10,000",1.5,,Pacto Global da ONU,"Somos um escritório de advocacia que tem atuação internacional, especializado em questões ambientais.
Temos um time de especialistas que atuam na parte consultivo e contencioso. Nosso principal objetivo é prestar um serviço de qualidade, alinhado com as leis e com os objetivos do desenvolvimento sustentável.
No Brasil, temos uma sólida atuação para o Setor do Agronegócio.
Nosso trabalho está relacionado a consultoria para adequação à legislação europeia e também apresentar a realidade do Brasil aos europeus.","Três trabalhadores despendem, respetivamente, 10, 10 e 40  horas por semana com atividades abrangidas pelo registo, isto é, 60 horas, no total."
203006,AURA LEGAL S.B.T.A. a R.L.,Promotes their own interests or the collective interests of their members,https://auralegal.it,"2024-3-7, 23:00","10,000",0.25,"As mentioned above, Aura Legal's activities regarding the aforementioned EU policies have focused on organizing a variety of events, conferences, and training courses aimed at exerting influence at the European level to ensure integrated compliance with these regulations. Furthermore, each policy has been thoroughly analyzed and assessed for its impact, and for some of them, articles have been written and published on the website and social media channels.
An illustration of this is Aura Legal's engagement in the Global Legal Forum which took place in October 2023, in The Hague (NL). The forum centered on resilience and adaptation within the legal technology sectors, including artificial intelligence, legal operations, and legal compliance.",,"Aura Legal, as a Benefit company within the legal sector, prioritizes the continual delivery of excellent results to its clients while promoting sustainable and ethical legal practices. It focuses on upholding European regulations accurately, advocating for sustainability and equal opportunities, and offering specialized training and information services that facilitate tangible proposals within the European context. In this sense, within the European framework, Aura Legal aims to engage in lobbying activities with the purpose of influencing, directly or indirectly, the formulation and implementation of legislative policies and decision-making processes of institutions, with particular attention to regulatory formation. Furthermore, by engaging in regional CEUR activities, we meticulously oversee and present recommendations concerning clinical trials, ensuring alignment with European regulations. Finally, we have hosted numerous conferences addressing these subject matters.",
203040,ARTEMISIA,Advances interests of their clients,https://www.artemisia-lawyers.com,"2023-9-20, 22:00","50,000",0.75,"Afin de représenter ses clients auprès des institutions européennes, certains membres du cabinet se rendent fréquemment à Bruxelles dans le but de participer à des réunions et autres conférences et discussions. De plus, le cabinet se manifeste auprès des institutions par l’envoi de courriers ou courriers électroniques, présentant des positions sur les détails de telle ou telle initiative législative, pour le compte de ses clients.","Suite à une demande de précision de la part du secrétariat, nous indiquons que le cabinet Artemisia ne possède ni membre, ni société affiliée, ni filiale.

Dans le cadre de son activité de représentation d’intérêts, il travaille particulièrement pour l’association Artemisia AISBL, basée à Bruxelles. Malgré une identité de raisons sociales (noms), ces deux entités sont totalement distinctes aussi bien juridiquement que comptablement l’une de l’autre. C’est ainsi que le cabinet Artemisia ne fait pas partie des membres de l’association Artemisia AISBL. De même, aucun membre de l’association ne travaille au sein du cabinet. L’association Artemisia AISBL est une cliente du cabinet Artemisia, qui est mandaté pour représenter ses intérêts dans le cadre des procédures législatives menées au sein des institutions européennes. Le cabinet est ainsi bien un intermédiaire au sens des lignes directrices : il promeut les intérêts de sa cliente, l’association, auprès des institutions européennes, par l’exercice d’activités couvertes par le registre.","Spécialisé en droit de l’environnement, le cabinet d'avocats Artemisia exerce des activités habituelles de conseil et représentation en justice mais également de lobbying législatif. A ce titre, il exerce des activités de représentation pour le compte de ses clients (associations de protection de l’environnement et entreprises dont l’activité a trait à l’environnement principalement) auprès des institutions européennes dans le but d’influencer l’élaboration de nouvelles politiques et textes législatifs relatifs à la protection de l’environnement et aux questions agricoles (politique agricole commune, biodiversité semencière, commercialisation des semences, des OGMs, etc.).",
203150,Squire Patton Boggs LLP,Advances interests of their clients,http://www.squirepattonboggs.com/,"2016-7-31, 22:00","800,000",14.0,We currently do not have any related communication activities.,"AECA - The American European Community Association
AmChamEU - The American Chamber of Commerce to the EU","Squire Patton Boggs is a full service global law firm with more than 40 offices across 4 continents. In Europe we operate via 16 offices and more than 600 legal and policy professionals. With an established reputation for dedicated client service, we provide forward-looking counsel that integrates legal, regulatory and public policy advice.

Our European Public Policy Practice develops effective strategies to ensure that clients are heard at the right time and by the right people. Our experienced team helps clients to identify, assess and shape policies at EU or national level as well as within international bodies across Europe. 

For more information, please visit: http://www.squirepattonboggs.com/services/public-policy/european-public-policy",
203608,SAMMAN Cabinet d'avocats,Advances interests of their clients,https://cabinet-samman.com/en/accueil-english/,"2016-3-20, 23:00","320,000",2.25,"Most of our communications related to EU policies can be found on our website and social network. As a law firm specialized in public affairs, we assist clients in running their communication activities related to EU policies.","FIPRA, a cross-border network of public affairs specialists: https://fipra.com/global-fipra-network/
Cercle des délégués permanents français (CDPF): https://cdpf-asso.eu/
CCI France Belgique: https://www.ccifrancebelgique.be/
Think tank La villa numeris: https://www.lavillanumeris.com/
Think tank Rennaissance numérique: https://www.renaissancenumerique.org/","SAMMAN Law & Corporate Affairs is a law firm specializing in public and regulatory affairs and practicing in both Paris and Brussels. SAMMAN has a team of lawyers and consultants whose combined specializations contribute to an integrated approach to service delivery of public affairs (or ""government affairs"", or ""institutional relations"") to clients at French and EU levels.",
203794,"Elisabeth Opie, trading as Opie",Advances interests of their clients,https://www.elisabethopie.com,"2018-5-28, 22:00","180,000",0.5,"We assist clients with the preparation of government submissions and calls for public comments; and also engage with the European Commission, Members of the European Parliament and Members of the EU Council.","The International Association for the Protection of Intellectual Property https://aippi.org/
Licensing Executives Society http://www.les-germany.org/standard.xml?vpID=2 
The Florence Competition Programme (FCP), the European University Institute in Florence, Italy.
Rechtsanwaltskammer München https://rak-muenchen.de/
Law Society of England and Wales http://www.lawsociety.org.uk/
Solicitors Regulation Authority England and Wales https://www.sra.org.uk/home/home.page
Law Institute of Victoria, Australia https://www.liv.asn.au/
Law Society of Ireland, https://www.lawsociety.ie
German Australian Business Council http://gabc.eu/","Opie provides operational, tactical and strategic advice across a broad range of issues facing technology-centric companies. Our aim is to work with clients to convert concept to desired business outcome on an efficient and sustainable basis.

Our goal is to facilitate the creation, protection, use and exploitation of our client’s intellectual property assets in a managed risk and advanced governance environment. Our focus is on clients growing business relationships and opportunities in European and Australian markets.

In relation to IP and Trade Policy, we have extensive experience and ongoing engagement with many international policy and technical development fora, and ongoing engagement with countries around the world, regarding policy matters (in particular, IP and trade) and issues potentially impacting business.

In relation to IP and Competition Law, we have extensive experience regarding licensing, negotiations and dispute resolution.",
203920,Macchi di Cellere Gangemi,Promotes their own interests or the collective interests of their members,http://www.macchi-gangemi.com,"2016-9-13, 22:00","10,000",0.25,"Lo Studio ha fondato, nel 2006, un gruppo di studio internazionale (“VAT Europe”), in materia di IVA, al quale partecipano Studi esteri indipendenti di primario livello (taluni dei quali membri del VAT Expert Group [VEG], organo consultivo della Commissione UE): VAT Europe approfondisce, in occasione di incontri periodici, le più complesse ed attuali tematiche IVA: lo scopo del gruppo è altresì quello di proporre, agli organi comunitari, spunti di riflessione e commenti in merito alle normative in corso di emanazione (Proposte di Direttive, ad esempio), prospettando le istanze e le questioni sollevate dai rispettivi clienti. In occasione dei predetti incontri periodici, vengono non di rado invitati membri della Commissione UE.

Per completezza, si evidenzia come il Nostro Studio abbia espresso un membro del gruppo di esperti fiscali, nominato presso la Commissione Europea, per lo Studio delle problematiche connesse alla tassazione delle imprese nel mercato internazionale: l’esito di tale studio è stato pubblicato nel volume “Company  taxation in the international market” (COM(2001)582). Il Nostro Studio ha inoltre assistito la società Ford Credit Bank, innanzi alla Corte di Giustizia dell’Unione Europea, nel noto contenzioso C-210/04 del 23 Marzo 2006. 

Inoltre, un Socio dello Studio è attualmente Vicepresidente a livello mondiale dell'International Barrister Association (IBA), dopo aver rivestito il ruolo di Segretario Generale.

Naturalmente, nell’esercizio dell’attività sopra citata, lo Studio è portatore delle istanze e problematiche espresse, implicitamente o espressamente, dalla propria clientela.",INTERNATIONAL FISCAL ASSOCIATION,"Lo Studio svolge attività di consulenza e assistenza legale e tributaria a livello nazionale ed internazionale: la clientela è costituita prevalentemente da imprese multinazionali. 

Nel contesto delle predette attività, lo Studio - in primis il dipartimento fiscale - esprime pareri ed osservazioni che possano influire sul contenuto degli emanandi atti legislativi comunitari quali Direttive comunitarie, Regolamenti comunitari, Raccomandazioni, etc..",
203947,AWO Belgium BV (trading as AWO),Advances interests of their clients,https://www.awo.agency/,"2021-11-1, 23:00","10,000",3.0,,,"AWO is a law firm and consultancy that empowers individuals and organisations to uphold data rights, comply with the law and effect change in data protection and digital policy.",
204090,Cooley LLP,Promotes their own interests or the collective interests of their members,http://www.cooley.com,"2018-4-19, 22:00","25,000",0.5,"All projects, events and publications relating to competition, AI, new digital technologies, IP, product regulation, consumer protection and FDI.","Cooley LLP is a global law firm. Its lawyers in the US are regulated by their relevant state bar. Cooley (UK) LLP is registered by the Solicitors Regulation Authority. All Belgian lawyers in the Brussels office of Cooley LLP are admitted within Belgium to practise as lawyers and are members of the Brussels Bar List A. As an international law firm, Cooley LLP’s Brussels office also draws a number of lawyers from other jurisdictions who are members of the Brussels Bar List B or E and/or are members of foreign Bars.","Cooley's lawyers solve legal issues for entrepreneurs, investors, financial institutions and established companies. Clients partner with Cooley on transformative deals, complex IP and regulatory matters, and high-stakes litigation, often where innovation meets the law. 
In January 2015, Cooley established its first European office in London. Cooley's UK practice has strengths across many of the firm’s core practice areas, among them corporate/M&A, venture capital, capital markets, technology and life sciences transactions, IP, complex high-stakes litigation, insurance & reinsurance, product compliance & liability, tax, competition, employment, compensation & benefits, fraud, data protection and privacy. In February 2019, Cooley opened an office in Brussels
Cooley has +1300 lawyers across 19 offices in the United States, Asia and Europe.",Approximately 6 days per person in the last year has been spent on this expert group
204209,Rechtsanwälte Lenz und Johlen,Advances interests of their clients,http://www.lenz-johlen.de,"2015-4-22, 22:00","50,000",0.25,,Deutscher Anwaltverein,"Beratung von Unternehmen über neue EU Vorgaben
Vertretung der Mandanten bei vermutetem Verstoß von nationalem Recht gegen EU-Recht
Vertretung von Positionen bei der EU Kommission",
204336,K&L Gates GP - Brussels,Advances interests of their clients,http://www.klgates.com/brussels-belgium/,"2019-7-25, 22:00","325,000",5.0,,"British Chamber of Commerce in Belgium
French Chamber of Commerce (CCI France Belgique)
Chamber of Commerce of Spain in Belgium and Luxembourg",K&L Gates Brussels provides legal and policy advice to international clients on both current and upcoming EU legislation and regulatory developments and assists them to interact with EU authorities.,
204366,DS Avocats,Advances interests of their clients,https://www.dsavocats.com/,"2023-10-22, 22:00","10,000",2.25,,"ICC France
MEDEF
ODASCE
ETLA
Association Collin de Sussy","DS Avocats dispose d’un bureau à Bruxelles facilitant les démarches de ses clients auprès des institutions européennes.
L'activité de DS Avocats à Bruxelles se divise en plusieurs activités:
1/Le droit du commerce international (droit de l'OMC, mesures de défense commerciale et droit douanier de l'Union européenne);
2/Les programmes de financements européens et les appels d'offres des institutions européennes;
3/Le droit européen de l'environnement; 
4/Le contentieux européen (recours directs, renvois préjudiciels, pourvois devant la Cour de justice).
DS Avocats possède une expertise partagée entre l’Asie, le Canada et l’Europe en matière d’accords de libre-échange, de droit de l’OMC et en droit douanier.
Cette expertise est attestée par la participation régulière des associés de DS Avocats aux travaux d’organisations internationales : International Chamber of Commerce (ICC), Organisation mondiale des Douanes (OMD) et Organisation Mondiale du Commerce (OMC).",
204464,O'Connor and Company European Lawyers,Advances interests of their clients,oconnor.eu,"2022-9-15, 22:00","20,000",0.10000000149012,"Represent AEGIS Europe, an alliance of more than 20 associations of EU Manufacturing sectors.

   - Meeting with COM to present the AEGIS TDI Report 
   - Open Letter to COM, Council and Parliament on crisis face by EU Industrial Base","Legalink: an association of law firms
https://www.legalink.ch/

AIDV: Lawyers interested in Wine Law
aidv.org

AEGIS Europe: an alliance of EU Manufacturers
http://www.aegiseurope.eu/",Law firm specialising in EU law. Representing associations seeking to have their interests reflected in EU law,
204487,Ontier Italia S.r.l. STA,Promotes their own interests or the collective interests of their members,https://www.ontier.law/,"2024-9-22, 22:00","25,000",1.0,"Pubblicazione di un commento al Libro bianco della Commissione europea del 19 febbraio 2020 sull'intelligenza artificiale. 

Pubblicazione di un commento al documento del Ministero dello Sviluppo Economico italiano intitolato “Proposte per la strategia italiana in materia di tecnologie basate su registri condivisi e blockchain”.","Camera di Commercio Spagnola in Italia.

Consiglio dell'Ordine degli Avvocati di Roma (Società tra Avvocati)","Studio legale globale presente con 15 uffici in 11 Paesi tra Europa, USA e America Latina. 
Consulenza ed assistenza legale in tutti i settori e aree di pratica (Diritto delle Nuove Tecnologie: Intelligenza Artificiale, Smart Contracts, Blockchain, Metaverso, NFT, Crypto; Diritto civile; Diritto commerciale; Diritto pubblico; Diritto dell'energia e dell'ambiente; Diritto della Proprietà Intellettuale ed Industriale e Innovation Technology; Real Estate; Entertainment e Fashion; Diritto penale economico e compliance).",
205179,Covington & Burling LLP,Advances interests of their clients,http://www.cov.com,"2015-5-14, 22:00","1,670,000",10.1,,"Bundesverband der Arzneimittel-Hersteller (BAH)
Centre for European Policy Studies (CEPS)
Friends of Europe 
American Chamber of Commerce to the EU
European Confederation of Pharmaceutical Entrepreneurs (EUCOPE)
Internet Corporation for Assigned Names and Numbers (ICANN)             
Global Leadership Foundation   
Centre for International Governance Innovation (CIGI)","In an increasingly regulated world, we help clients navigate their most complex business problems, deals and disputes. Our distinctively collaborative culture allows us to be truly one team globally, drawing on the diverse experience of lawyers and advisors across the firm by seamlessly sharing insight and expertise. 

What sets us apart is our ability to combine the tremendous strength in our litigation, investigations, and corporate practices with deep knowledge of policy and policymakers, and one of the world’s leading regulatory practices. This enables us to create novel solutions to our clients’ toughest problems, successfully try their toughest cases, and deliver commercially practical advice of the highest quality.

Our EU Public Policy team draws on a range of former policymakers, including politicians, lawyers, public affairs practitioners, ambassadors and economists, as well as several junior members with expertise in a range of substantive regulatory and sectoral issues.","There are 26 colleagues regularly involved in activities covered by the Register. Of these, four colleagues are engaged full-time in the Brussels office on EU public policy work, and four colleagues either split their practice between regulatory and policy work or are part time at approximately 50%. Another 14 colleagues spend approxiumately 25% of their time on such activities, and 6 colleagues spend approximately 10% of their time on covered activities.

On a case-by-case basis, other additional colleagues may be involved in activities covered by the Register. These colleagues would spend a fraction of their working time (0-10%) on these activities and they are reflected in the two additional people at 25%."
205339,D+B Rechtsanwaelte Partnerschaft mbB,Advances interests of their clients,https://db-law.de/en,"2022-4-10, 22:00","50,000",0.10000000149012,"Das Ziel von D+B Rechtsanwälte ist die Beratung von Mandantinnen und Mandanten zu aktuellen und künftigen Gesetzesvorhaben und -änderungen, unter anderem im Bereich Public Affairs. Um entsprechende Rahmenbedingungen zu schaffen, stehen D+B Rechtsanwälte im ständigen Austausch mit Vertreterinnen und Vertretern der Politik. Sie machen Vorschläge für Gesetzesänderungen und weisen auf Probleme bestehender Gesetze hin, bspw. RL 2001/83/EG und Pharmapaket (nicht direkt als D+B, sondern im Rahmen von Verbandsstellungnahmen).",https://www.lobbyregister.bundestag.de/suche/R002261,"Die Sozietät „D+B Rechtsanwälte Partnerschaft mbB“ ist eine Branchenkanzlei für das Gesundheitswesen. Sie berät u.a. Ärzte, Apotheker, Arzneimittel- und Medizinproduktehersteller, Heilberufskammern, Hilfsmittelerbringer, Kliniken, parlamentarische Gremien, Psychotherapeuten und Verbände.
Das Ziel von D+B Rechtsanwälte ist die Beratung von Mandantinnen und Mandanten zu aktuellen und künftigen Gesetzesvorhaben und -änderungen, unter anderem im Bereich Public Affairs. Um entsprechende Rahmenbedingungen zu schaffen, stehen D+B Rechtsanwälte im ständigen Austausch mit Vertreterinnen und Vertretern der Politik. Sie machen Vorschläge für Gesetzesänderungen und weisen auf Probleme bestehender Gesetze hin.",
205396,Baker McKenzie BV/SRL,Advances interests of their clients,www.bakermckenzie.com,"2024-3-13, 23:00","10,000",20.0,"Events, campaigns, publications can be found under the following links:

https://www.bakermckenzie.com/en/newsroom
https://www.bakermckenzie.com/en/insight","Company memberships
•	AmCham EU | American Chamber of Commerce to the European UnionSpeaking for American business in Europe
•	Grow your business and your network | AmCham Belgium
•	International Association of Privacy Professionals (iapp.org)
•	Accueil | AEDBF Belgium - Association Européenne pour le Droit Bancaire et Financier
•	Home | flanders.bio
•	Home - Flanders-China Chamber of Commerce
•	Klimaat Parlement - Antwerpen 2023
•	Be.Face – Equality – Diversity – Inclusion (beface.be)
•	Legal Diversity & Inclusion Alliance (legaldiversityalliance.be)
•	Road to Glory | Kickbox


Individual memberships
•	European Trade Law Association | UIA Yearbook Profile | Union of International Associations
•	GUBERNA - Instituut voor Bestuurders Institut des Administrateurs
•	Home - BVA (Belgian Venture Capital & Private Equity Association)
•	UPSI-BVS
•	Home | Urban Land Institute (uli.org)","Baker McKenzie, law firm in the form of a BV/SRL (VAT BE 0426.100.511 RPR Brussels)",
205607,Latham & Watkins LLP,Advances interests of their clients,http://www.lw.com,"2015-11-5, 23:00","70,000",0.30000001192093,"We monitor developments in EU law relevant to our clients, offering seminars and publications.  From time to time we may respond to public consultations and sponsor or host events to which EU officials may be invited.",,"Latham & Watkins LLP is dedicated to working with clients to help them achieve their business goals and overcome legal challenges anywhere in the world. From a global platform of offices in the world's major financial, business and regulatory centers, the firm's lawyers help clients succeed. We provide advice to clients in a full range of practice areas, including antitrust and competition; corporate governance; data privacy, security and cybercrime; environment, land and resources; healthcare and life sciences; intellectual property; litigation; mergers and acquisitions; private equity; real estate; restructuring; tax; and white collar defense and investigations.

Latham & Watkins’ Brussels office is the hub for the firm's European competition practice, which consists of more than 50 lawyers in the major jurisdictions in Europe.  The firm’s European competition team handles complex and cutting-edge matters before the European Commission, Member State authorities, and EU and n (...)","We do not have full-time personnel whose dedicated responsibilities involve covered activities.  We have three individuals involved in monitoring EU law developments, which may from time to time include covered activities.  This work comprises well less than 10% of each of their time.  On a case-by-case basis, work by our partners, associates, and other staff involved in monitoring EU law developments, discrete matters for our clients, or firm events, may involve activities or outreach covered by the Register.  In such situations, these individuals would spend a small fraction of their time (<10%) on covered activities, and are reflected in the aggregate .3 FTE."
205729,Cremades & Calvo-Sotelo Abogados S.L.P.,Advances interests of their clients,http://www.cremadescalvosotelo.com/,"2015-3-25, 23:00","410,000",0.20000000298023,No hemos realizado actividades de comunicación relacionadas con las políticas de la UE,"AEMEC https://www.aemec.eu/
World Jurist Association https://worldjurist.org/","El despacho de abogados Cremades & Calvo-Sotelo presta servicios jurídicos y asesoramiento en el área de relaciones institucionales o “public affairs”. Este departamento se dedica a asesorar a sus clientes en sus relaciones con las administraciones públicas, incluidas las instituciones comunitarias.",
